"Protein Accession","DNA Accession","ARO Name","ARO Accession"
AEP40500.1,JF802084,vanN,ARO:3002912
AHA41500.1,KF478993,vanO,ARO:3002913
AAA65953.1,M97297,vanRA,ARO:3002919
AAB05622.1,U35369,vanRB,ARO:3002921
AAF86641.1,AF162694,vanRC,ARO:3002922
AAM09851.1,AY082011,vanRD,ARO:3002923
AAL27445.1,FJ872411,vanRE,ARO:3002924
AAR84672.1,AF155139,vanRF,ARO:3002925
ABA71727.1,DQ212986,vanRG,ARO:3002926
WP_011461303,NC_007907,vanRI,ARO:3003728
ABX54691.1,EU250284,vanRL,ARO:3002927
ACL82957.1,FJ349556,vanRM,ARO:3002928
AEP40503.1,JF802084,vanRN,ARO:3002929
AHA41505.1,KF478993,vanRO,ARO:3002930
AAA65954.1,M97297,vanSA,ARO:3002931
AAB05623.1,U35369,vanSB,ARO:3002932
AAF86642.1,AF162694,vanSC,ARO:3002933
ACM47284,EU999036,vanSD,ARO:3002934
AAL27446.1,FJ872411,vanSE,ARO:3002935
AAR84673.1,AF155139,vanSF,ARO:3002936
ABA71728.1,DQ212986,vanSG,ARO:3002937
WP_011461302.1,NC_007907.1,vanSI,ARO:3003726
ABX54692.1,EU250284,vanSL,ARO:3002938
ACL82958.1,FJ349556,vanSM,ARO:3002939
AEP40504.1,JF802084,vanSN,ARO:3002940
AHA41504.1,KF478993,vanSO,ARO:3002941
AAD22403,AF162694,vanT,ARO:3000372
AAD22403.1,AF162694,vanTC,ARO:3002970
AAL27444.1,FJ872411,vanTE,ARO:3002971
ABA71733.1,DQ212986,vanTG,ARO:3002972
ABX54689.1,EU250284,vanTmL,ARO:3002973
AEP40502.2,JF802084,vanTN,ARO:3002975
ABX54690.1,EU250284,vanTrL,ARO:3002974
ABA71726.1,DQ212986,vanU,ARO:3000575
AAO82019.1,AE016830,vanV,ARO:3002916
AAF71280,AF253562,vanW,ARO:3000002
AAB05625.1,U35369,vanWB,ARO:3002964
ABA71730.1,DQ212986,vanWG,ARO:3002965
WP_005813024.1,NC_007907.1,vanWI,ARO:3003724
AAA65957.1,M97297,vanXA,ARO:3002949
AAB05628.1,U35369,vanXB,ARO:3002950
AAM09852.1,AY082011,vanXD,ARO:3003070
AAF36804.1,AF155139,vanXF,ARO:3002952
WP_015943580.1,NC_007907,vanXI,ARO:3003725
ACL82962.1,FJ349556,vanXM,ARO:3002953
AHA41501.1,KF478993,vanXO,ARO:3002954
AAF61331,AF162694,vanXY,ARO:3000496
AAF61331.1,AF162694,vanXYC,ARO:3002966
AAL27443.1,FJ872411,vanXYE,ARO:3002967
ABA71732.1,DQ212986,vanXYG,ARO:3003069
ABX54688.1,EU250284,vanXYL,ARO:3002968
AEP40501.1,JF802084,vanXYN,ARO:3002969
AAA65958.1,M97297,vanYA,ARO:3002955
AAB05624.1,U35369,vanYB,ARO:3002956
AAM09853.1,AY082011,vanYD,ARO:3002957
AAF36805.1,AF155139,vanYF,ARO:3002958
ABA71729.1,DQ212986,vanYG1,ARO:3002959
ACL82959.1,FJ349556,vanYM,ARO:3002961
AAA65959.1,M97297,vanZA,ARO:3002962
AAF36806.1,AF155139,vanZF,ARO:3002963
AAA26683.1,L07778,vatA,ARO:3002840
AAA86871.1,U19459,vatB,ARO:3002841
AAC61671.1,AF015628,vatC,ARO:3002842
AAK84316.1,AF368302,vatD,ARO:3002843
AAF86220.1,AF242872,vatE,ARO:3002844
AAF63432,AF170730,vatF,ARO:3003744
ACX92987.1,GQ205627,vatH,ARO:3002845
ALU64000,KT818596,VCC-1,ARO:3003713
YP_001715362.1,NC_010410,VEB-1,ARO:3002370
AAK14293.1,AF324833.1,VEB-1a,ARO:3003711
AAK14294.1,AF324834.1,VEB-1b,ARO:3003712
AAK29174.1,AY027870,VEB-2,ARO:3002371
AAS48620.1,AY536519,VEB-3,ARO:3002372
ABM54868.1,EF136375,VEB-4,ARO:3002373
ABN80430.1,EF420108,VEB-5,ARO:3002375
ACA34904.1,EU259884,VEB-6,ARO:3002374
ACO56763.1,FJ825622,VEB-7,ARO:3002376
AGH33739.1,JX679208,VEB-8,ARO:3002377
AAK14293.1,AF324833.1,VEB-9,ARO:3002378
AGN33258.1,KC539823,vgaA,ARO:3002829
ABH10964.1,DQ823382,vgaALC,ARO:3002830
AAB95639.1,U82085,vgaB,ARO:3000118
AMP35312.1,KU302801,vgaC,ARO:3002831
ACX92986.2,GQ205627,vgaD,ARO:3002832
CBY88983.1,FR772051,vgaE,ARO:3002833
AAA98349.1,M20129,VgbA,ARO:3001307
AAC61670.1,AF015628,VgbB,ARO:3001308
AAN63496.1,AF317511,VIM-1,ARO:3002271
AAS13761.1,AY524989,VIM-10,ARO:3002280
AAT36613.1,AY605049,VIM-11,ARO:3002281
AAZ73123.1,DQ143913,VIM-12,ARO:3002282
ABC94518.1,DQ365886,VIM-13,ARO:3002283
AAT48653.1,AY635904,VIM-14,ARO:3002284
ACB54702.1,EU419745,VIM-15,ARO:3002285
ACB54703.1,EU419746,VIM-16,ARO:3002286
ABW90721.1,EU118148,VIM-17,ARO:3002287
CAO83029.1,AM778091,VIM-18,ARO:3002288
ACY29468.1,FJ822963,VIM-19,ARO:3002289
ABR10840.1,EF614235,VIM-2,ARO:3002272
ACV13198.1,GQ414736,VIM-20,ARO:3002290
ACT33323.1,GQ242167,VIM-23,ARO:3002293
ADL27533.1,HM855205,VIM-24,ARO:3002294
ADO50679.1,HM750249,VIM-25,ARO:3002295
CBY80143.1,FR748153,VIM-26,ARO:3002296
ADX78234.1,HQ858608,VIM-27,ARO:3002297
AEI25539.1,JF900599,VIM-28,ARO:3002298
AFP99885.1,JX311308,VIM-29,ARO:3002299
AAG27703.1,AF300454,VIM-3,ARO:3002273
AET05999.1,JN129451,VIM-30,ARO:3002300
AFK24647.1,JN982330,VIM-31,ARO:3002301
AEZ49857.1,JN676230,VIM-32,ARO:3002302
AFP99175.1,JX258134,VIM-33,ARO:3002303
AFN88953.1,JX013656,VIM-34,ARO:3002304
AGC50805.1,JX982634,VIM-35,ARO:3002305
AGC50806.1,JX982635,VIM-36,ARO:3002306
AGC50807.1,JX982636,VIM-37,ARO:3002307
AGE83081.2,KC469971,VIM-38,ARO:3002308
AGS82586.1,KF131539,VIM-39,ARO:3002309
CAJ32502.1,AM087411,VIM-4,ARO:3002274
AJP08641.1,KP071470,VIM-42,ARO:3003178
AJP67511.1,KP096412,VIM-43,ARO:3003179
AAN52134.1,AY144612,VIM-5,ARO:3002275
AAN84550.1,AY165025,VIM-6,ARO:3002276
CAD61201.1,AJ536835,VIM-7,ARO:3002277
AAS13759.1,AY524987,VIM-8,ARO:3002278
AAS13760.1,AY524988,VIM-9,ARO:3002279
CAA26235.1,X02393,"viomycin phosphotransferase",ARO:3003061
AAX55643.1,AY954728,"y56 beta-lactamase",ARO:3003558
CAB13166.1,AL009126,ykkC,ARO:3003063
CAB13167.1,AL009126,ykkD,ARO:3003064
NP_416715.1,NC_000913.3,YojI,ARO:3003952
